filer_ein,filer_name,receipt_amt,govt_amt,contrib_amt,tax_year,xml_name
160956147,JUNIOR ACHIEVEMENT OF CENTRAL,1634241,0,1277611,2023,202412749349300831
383279782,ANN ARBOR DISTRICT LIBRARY,21281383,20790778,65577,2023,202402979349301950
330933946,WIXIM MINISTRIES INC,272318,272318,0,2023,202442829349301644
593340284,THE CHILDREN'S TABLE INC,486205,0,482064,2023,202442979349301694
455015494,INSTIGLIO INC,4891769,0,1144891,2023,202402829349301980
821043745,WISCONSIN VETERANS NETWORK INC,860169,26718,807422,2023,202422779349301217
311111795,SECOND HARVEST FOOD BANK OF EAST CENTRAL,20660515,4206039,15647455,2023,202442829349300519
237345298,CECIL COLLEGE FOUNDATION INC,3263221,0,736653,2023,202402769349301710
592227752,HEALTH COUNCIL OF EAST CENTRAL,816483,272674,35000,2023,202422989349300727
561382749,PENDER COUNTY CHRISTIAN SVCS INC,887047,118665,218892,2023,202412749349301421
203135260,HARMONY HOUSE INC,604153,450783,102746,2023,202422829349300312
463645897,RUSTIC HOPE INC,574728,14600,475128,2023,202412979349300326
135562424,ORT AMERICA INC,27855547,0,12183227,2023,202432769349300708
470828208,YANNEY HERITAGE PARK FOUNDATION INC,4080741,3131708,719345,2023,202402759349301340
473798912,Padrino Children's Foundation Inc,883823,0,661144,2023,202402829349301605
920242502,Contigo Ed Inc,1433281,0,410515,2023,202412849349302021
202343008,Friends of the Dillon Ranger District,674460,101149,358473,2023,202402719349301105
630516655,Birmingham Urban League Inc,7342507,5523196,1819311,2023,202412899349301971
930697099,RESTORE OREGON INC,655738,0,410612,2023,202402859349301045
202802514,JOHN JAY INSTITUTE FOR FAITH SOCIETY,669374,0,664693,2023,202422839349300847
161541024,RISE AGAINST HUNGER INC,71291764,1891889,68902567,2023,202412749349300806
050382511,JOHN CLARKE RETIREMENT CENTER,8544697,57100,196117,2023,202442719349301144
042749815,BOSTON BUILDING MATERIALS COOP CHARITABLE AND EDUCATIONAL FUND,1502606,0,851896,2023,202442969349301244
651079385,CHURCH OF THE HARVEST,510120,0,510120,2023,202422829349301532
680144298,CELESTIAL SERVICES INC,354658,354650,0,2023,202402969349301835
760677933,NETWORK OF EXECUTIVE WOMEN INC,10678946,191588,439339,2023,202432819349302368
842198820,JEWELS HELPING HANDS,1793943,205518,186549,2023,202442719349300519
813809173,INNER CITY INNOVATORS INC,478914,0,477196,2023,202412979349300426
262504678,Communities In Schools of Hampton Roads,2872775,1948894,625620,2023,202442759349300709
042104324,THE HOUSE OF THE SEVEN GABLES,3988905,0,546227,2023,202432859349300708
010598057,FRIENDS OF HOLLY HILL FARM INC,1300483,5723,325731,2023,202432919349300003
202854698,JOHN H & EVELYN L ASHTON,809613,0,426162,2023,202402829349301105
730972483,YOUTH & FAMILY SERVICES NORTH CENTRAL OK,2464073,2179283,254146,2023,202442909349301804
731566086,Childrens Advocacy Centers of Oklahoma,294639,0,272608,2023,202432909349300538
882168314,HUMANITE INC,318824,4015,313761,2023,202442969349301039
472864379,Sadagaat USA,1294453,0,1294453,2023,202402719349301605
201044674,HEMATOLOGYONCOLOGY PHARMACY ASSOCIATION,8473898,0,2327355,2023,202432969349300143
752623357,Cornerstone Community Development Corp Inc,732000,0,732000,2023,202412899349301696
341502974,SOCIETY FOR EQUAL ACCESS INDEPENDENT LIVING CENTER,1863461,1791640,43934,2023,202402899349300900
250969420,KEYSTONE BLIND ASSOCIATION,16975043,151076,188456,2023,202442769349300124
856300065,PROPERTIES TRUST,1701687,0,1580293,2023,202422749349301612
320100540,THE 180 ZONE,2691602,38880,940883,2023,202432889349301518
264341807,Foothills Caring Corps Inc,1068472,84043,730209,2023,202422889349301042
134364692,CASA OF OKLAHOMA COUNTY INC,3660786,255764,2799913,2023,202402889349302190
823037613,AUTONATION FOUNDATION INC,820136,0,819078,2023,202422789349301312
461609320,REAL MOMENTUM MINISTRIES INC,840652,0,757351,2023,202442839349301209
810618523,California Walks,733951,580579,46640,2023,202432969349301688
274581056,GOLF FORE LIFE SKILLS,1451145,146825,635108,2023,202422779349301517
450337818,NORTH DAKOTA RURAL WATER SYSTEMS,1815578,1240734,94743,2023,202432909349301713
461001385,KENT COUNTY REGIONAL SPORTS COMPLEX,2507053,123195,480620,2023,202402749349300405
823776671,RESIDENTIAL ASSISTED LIVING,683516,0,300000,2023,202432899349301918
830211345,MEALS ON WHEELS OF CHEYENNE INC,1907714,617539,816157,2023,202422919349301727
160926628,Rochester Regional Library Council,917297,713973,0,2023,202432819349300113
811941933,EARTHSPARK INTERNATIONAL CORP,451746,0,405113,2023,202432909349301013
570905724,DEE NORTON LOWCOUNTRY CHILDREN'S CENTER,5938131,1381275,2618175,2023,202412819349301956
200311647,TEENSMART INTERNATIONAL,582270,92971,483344,2023,202402959349302105
453942883,BREAST CANCER THINK TANK INC,419500,0,419500,2023,202442889349302119
581912838,ST MARY'S HOUSING CORP,474970,311437,0,2023,202412979349300311
542172556,CURRY PUBLIC TRANSIT,1408846,1277870,0,2023,202402789349300105
237078944,Humane Society of San Bernardino Valley,6834582,0,365688,2023,202402959349302150
272374187,Feeding Our Communities Partners,983501,5000,736059,2023,202422919349301292
931868288,EMPOWERING AMERICAN COMMUNITIES,582690,0,291395,2023,202412839349300026
463384976,SABRINA MEMORIAL FOUNDATION INC,418922,0,417540,2023,202432979349301868
582009823,DUNWOODY NATURE CENTER INC,1447987,320249,99026,2023,202422719349301802
311373323,NATIONAL CHURCH RESIDENCES OF,555432,296328,0,2023,202422969349300012
825129765,PROUD TO HOST THE BEST INC,315539,0,313500,2023,202412829349300121
461617742,BAND OF ANGELS CORP,608003,0,342477,2023,202442819349300334
363293115,Chicago Jobs Council,1143905,248080,654260,2023,202422929349300202
465559627,Alabama Small Business Development Initiative,265000,0,265000,2023,202442949349300104
251501365,ADAMS COUNTY CHRISTIAN ACADEMY,676100,0,265857,2023,202442769349301704
844027660,BELLWETHER INTERNATIONAL,268841,0,268841,2023,202442909349300314
420835321,JEWISH FEDERATION OF GREATER DES MOINES,3091261,0,1234511,2023,202422959349301782
831809711,Central Ohio Community Land Trust Corporation,11983199,6732254,0,2023,202422849349301542
581393271,FAYETTEVILLE SYMPHONY ORCHESTRA INC,553212,0,465242,2023,202402859349301010
852843815,CHRISTIAN LEADERS MINISTRIES INC,2094477,0,1478930,2023,202422839349301302
760444238,VANGURI FOUNDATION OF AMERICA,265120,0,265120,2023,202402819349301200
260876473,FRIEND HISTORICAL SOCIETY,335761,171500,93560,2023,202422899349301627
133100091,FRENCH HERITAGE SOCIETY INC,2557221,0,1290387,2023,202412849349302016
844746926,Maine Needs Inc,3000669,0,2942802,2023,202422829349300347
251762416,FAYETTE EMERGENCY MEDICAL SERVICE,9772956,3263,386621,2023,202402839349300615
921265289,BLACK CULTURAL INITIATIVE,415386,264000,151386,2023,202432959349301333
542037320,AFGHAN RELIEF FUND INC,342942,0,328803,2023,202442779349300714
596001426,Lightner Museum of Hobbies Inc,2630175,168161,255179,2023,202402979349301680
042103803,JEWISH HEALTHCARE CENTER INC,28312342,779536,79156,2023,202422719349301567
273822296,FIELD OF HOPE,315654,0,297135,2023,202422979349302052
222141661,New Hartford Public Library,388878,351525,25877,2023,202412929349301111
822558821,HUMANITAE ADVISORS,828807,0,827442,2023,202432889349300908
911780467,SIEGEL RARE NEUROIMMUNE ASSOCIATION,1270268,0,1222107,2023,202442849349300714
954804581,EDEN PEOPLEPLANET,35269146,0,34202492,2023,202412909349301446
540846925,RUFFED GROUSE SOCIETY,8160953,0,3852237,2023,202412929349300731
272147644,WORLD STRATEGIC FORUM INC,626250,0,596277,2023,202412959349300646
566167815,TOWNSHIP SIX FIRE DEPARTMENT OF CRAVEN,285839,285771,0,2023,202422769349300507
521485477,HEALTH VOLUNTEERS OVERSEAS INC,5811381,0,605690,2023,202402859349300630
593617977,BLESSED TRINITY HOUSING INC,633397,342932,0,2023,202402769349300130
874199208,ASCEND HOUSING ALLIES INCORPORATED,1404269,1350000,6500,2023,202422989349302102
841034023,TELLURIDE HISTORICAL MUSEUM INC,436721,217690,37762,2023,202402829349300725
232664739,FAMILY PROMISE OF THE MAIN LINE,406787,35000,343072,2023,202442909349300924
680463495,ANCOP FOUNDATION USA INC,1243289,0,555309,2023,202432909349300133
800146395,CALIFORNIA RETIREMENT MANAGEMENT ACCOUNT,1789345,0,1522500,2023,202442799349300509
731619790,The Tristesse Grief Center Inc,685826,53072,466427,2023,202422819349301137
111723782,United Cerebral Palsy Association of Nassau,44281176,1742137,428026,2023,202442989349300934
863185846,WIN THE DAY FOUNDATION INC,433942,0,433745,2023,202412889349302221
651142998,NEW MT ZION HUMAN SERVICES INC,369420,0,369420,2023,202422899349300007
231726531,Fulton County Library Inc,410221,88869,244604,2023,202412719349300116
330804576,California University of Management and Sciences,998294,0,325600,2023,202442779349301134
953660735,Las Familias Del Pueblo,541275,0,414200,2023,202402929349300135
810472379,MONTANA NATURAL HISTORY CENTER,911295,11900,535125,2023,202442779349300014
275020487,LIFE REMODELED,6003703,0,4159101,2023,202422969349301632
592588366,NEW LIFE SOLUTIONS INC,2549641,0,1592719,2023,202442819349300434
823248489,Aya House Inc,310520,0,310520,2023,202412839349301606
237258132,TOUCHSTONE CENTER FOR CRAFTS,796188,0,364595,2023,202412979349300411
300100088,PERFORMING ARTS CENTER EASTSIDE,1872201,162500,1666197,2023,202412939349300601
300656123,NATIONAL WILDERNESS STEWARDSHIP ALLIANCE,677731,665537,6094,2023,202442839349300329
060655136,WATKINSON SCHOOL,13373466,295903,1060634,2023,202402779349301120
911016445,AGRICULTURE AND FORESTRY EDUCATION FOUND,1160588,214215,747445,2023,202412959349300146
430837331,MISSOURI OZARKS COMMUNITY ACTION,13584550,13220867,54437,2023,202442919349300814
841593046,SOUTHWEST ENERGY EFFICIENCY PROJECT,2381182,0,1656439,2023,202442789349300439
462586196,VLADIMIR AND HAEWON FELTSMAN PIANO,610403,0,265500,2023,202402839349301035
522442017,SCIENCE FAIR COMPETITION OF MARYLAND INCORPORATED,532000,0,532000,2023,202442779349301349
510455278,Passages Connecting Fathers & Sons,2109763,331040,0,2023,202432829349301588
650650219,VILLA MADONNA INC,1185939,892792,0,2023,202402859349301895
261186431,FRIENDS OF UTOKYO INC,337645,0,320047,2023,202402839349300140
411931735,FARIBAULT FOUNDATION INC,1736420,0,1121674,2023,202402889349300200
471769796,THE COLLABORATIVE FOR CHILDREN AND,3769544,864621,0,2023,202432969349300548
884155792,Allied Scholars for Animal Protection,273926,0,273926,2023,202432819349302063
882392730,NORTH CAROLINA ALLIANCE FOR SAFE TRANSPORTION INC,286926,181634,105250,2023,202442769349300624
853806985,BROWNING THE GREEN SPACE INC,870813,367683,289082,2023,202442859349301004
570801866,YORK SENIOR PROPERTIES INC,422006,267011,0,2023,202422959349301807
824740333,NATIONAL WIND TECHNOLOGY CONSORTIUM INC,7199798,6568522,0,2023,202412909349301471
271246514,Kentucky Health Justice Network Inc,1068125,0,946802,2023,202442899349300324
822561632,Museum of Art & Photography Foundation Inc,2819778,0,2789955,2023,202412969349300216
320293118,BOSTON UNIVERSITY HILLEL INC,1993064,0,1718591,2023,202442819349301214
362406639,International Visitors Center of Chicago,2519688,2334171,131245,2023,202412929349300031
820537849,VALLEY ADVOCATES FOR,303970,0,267503,2023,202412749349300236
133706659,ABUNDANT WATERS INC,445025,171212,273813,2023,202432729349300113
872883986,Seaworthy Foundation Inc,545543,250000,293004,2023,202432899349302948
261102557,Catholics Come Home Inc,346660,0,290861,2023,202412959349302001
841627277,TROOPATHON,2848780,0,1939013,2023,202442839349302024
472790358,ZAHRA FOUNDATION LTD,3335004,0,3335004,2023,202432889349301113
010528831,Waterfall Arts,611289,274,299425,2023,202412899349302921
411296075,FLOODWOOD SERVICES AND TRAINING INC,2087218,604372,98483,2023,202442989349301224
391214215,BIG BROTHERS & BIG SISTERS OF WASHINGTON,466641,85752,207853,2023,202412899349301441
364135679,NATIONAL BOARD OF OSTEOPATHIC MEDICAL,32398447,1410731,0,2023,202442929349300409
043581405,SUSTAINABLE BUSINESS NETWORK OF,493460,278954,97506,2023,202412719349301701
840404266,YOUNG MEN'S CHRISTIAN ASSOCIATION,26349494,2132944,1153647,2023,202432779349300638
810442859,GREATER MISSOULA YOUTH FOR CHRIST,824705,0,491401,2023,202442829349300829
911867848,LEMAY-AMERICAS CAR MUSEUM,5386473,482255,1169836,2023,202402919349301410
202736193,A Hand of Hope Pregnancy Resource Center,966267,0,857335,2023,202432979349302103
472275305,FORGE LEADERSHIP NETWORK,1244938,0,1080555,2023,202422919349300107
231908158,LEHIGH VALLEY CHILDREN'S CENTERS INC,14711605,6099170,504285,2023,202432849349300638
453973268,FOOD LITERACY CENTER,873056,314128,371742,2023,202422969349300747
930841022,NORTHWEST FAMILY SERVICES,10858115,9910474,196722,2023,202412969349301931
800348382,THE CAPITAL GOOD FUND,6754848,0,3671830,2023,202442719349300829
351857065,STEUBEN COUNTY COMMUNITY FOUNDATION,26360397,16200,3058243,2023,202402819349301830
813965821,Kareem World Orchestra,380033,0,371526,2023,202402929349301040
576152051,SANTEE ELECTRIC TRUST,349324,0,349324,2023,202422759349301297
822424613,IMPACT EXPERIENCE INSTITUTE,504910,0,307144,2023,202422849349301827
263131239,BEVERLY HILLS ACADEMY,3421074,210442,85210,2023,202432769349301128
311551853,GARDEN STATE COMMUNITY DEVELOPMENT,9545498,788877,927062,2023,202432969349301958
561301738,SOUTHSIDE VOLUNTEER FIRE DEPARTMENT,365213,303752,5208,2023,202412789349300701
953956136,PHYSICIANS FOR SOCIAL RESPONSIBILITY,3757170,223741,3418600,2023,202402859349302015
592111273,Furry Friends Humane Inc,9525057,0,4474976,2023,202422909349301617
680226944,Agape Villages Inc,2984470,1909360,933260,2023,202432859349301128
742720710,CENTRO POR LA JUSTICIA,1435252,0,1409914,2023,202412719349300621
452410812,QUEEN CITY PRC INC,1959065,0,1890154,2023,202412759349300431
431648039,FOOTPRINTS INC,2421416,1387268,1027445,2023,202432779349301718
941615897,COMMUNITY FOUNDATION FOR MONTEREY COUNTY,109733266,0,57445505,2023,202422719349301857
921137844,ELEVATE WEST ALABAMA,254299,0,251650,2023,202442949349300604
263532803,Z Ministries Inc,7054154,0,6183361,2023,202402819349300910
953507403,KIDS TO KIDS INC,1220981,1170581,0,2023,202422829349301857
822551552,American Friends of Kulo Zakai Inc,662044,0,662044,2023,202412829349300621
954057485,PARENTS FOR CARPENTER INC,822423,0,434161,2023,202442719349301909
990278442,EAST MAUI ANIMAL REFUGE,344073,0,344073,2023,202442909349300414
146022764,PATTERSON LIBRARY,1111299,1071763,17892,2023,202402959349300720
680411536,CALIFORNIA DENTAL ASSOCIATION FOUNDATION,588539,268227,177183,2023,202402839349302065
590173782,Alexander Muss Institute,21822813,0,7145688,2023,202432969349301188
237348136,SPECIAL OLYMPICS TENNESSEE INC,4588773,0,2982051,2023,202422919349301027
581410404,PRIMARY HEALTH CARE OF DADE INC,12903546,5131187,122637,2023,202432769349300008
821439459,STXBP1 FOUNDATION,739539,0,647448,2023,202432849349301718
843442002,VOTEAMERICA INC,1385696,0,1300663,2023,202402989349301530
752977652,SWOPE RIDGE GARDENS HOUSING CORPORATION,543845,250010,0,2023,202422989349300027
472434992,THE WILY NETWORK,2676113,0,2601493,2023,202402979349301460
814524745,THE POPEYES FOUNDATION INC,1513576,0,1485246,2023,202412789349301621
814542255,CHILDREN'S ADVOCACY CENTER,339682,152175,118347,2023,202422909349300737
752608000,Proclaiming the Gospel,618822,0,566315,2023,202422849349300907
844118484,WEST CANCER FOUNDATION,2663546,0,1100226,2023,202412849349301771
421412706,SUMMER OF THE ARTS,642869,84300,425198,2023,202442859349302054
611102109,LAUREL COUNTY LITERACY COUNCIL INC,1261232,1243543,10999,2023,202402969349300425
911215739,SNOHOMISH COUNTY LEGAL SERVICES,1588591,1330028,227383,2023,202402889349302470
273476188,KINGDOM IMAGE ARTS,522751,477926,7814,2023,202402759349300805
831374281,GURLS TALK INC,335567,0,335241,2023,202442769349302054
237292226,Assistance League Coachella Valley,695231,0,380311,2023,202432899349301723
061083735,SOUTH PARK INN INC,4505679,1204540,1008796,2023,202412969349300826
582225585,DELTA AIR TRANSPORT HERITAGE MUSEUM INC,4064695,0,504430,2023,202422839349300812
237356022,SACO HOUSING DEVELOPMENT CORPORATION,936693,363644,0,2023,202402929349301015
833172348,Los Angeles Room & Board,3082523,0,3075314,2023,202412789349300036
382673057,FOUNDATION FOR MOTT COMMUNITY COLLEGE,2411198,0,1057079,2023,202402819349301865
261253235,COMMUNITY HEALTH CENTERS OF GREATER,12471919,2474977,806142,2023,202422779349301872
311105643,HOSPICE CARE CORPORATION,12382602,896,263449,2023,202402989349300445
861741586,BUSINESS FOR HEALTH SOLUTIONS INTERNATIONAL INC,1264847,0,1267058,2023,202422979349301002
462265918,WHERE ANGELS PLAY FOUNDATION,841936,0,677290,2023,202412829349301036
770202024,Assistance League of Fresno,457101,0,381258,2023,202442849349302164
232730694,WESCOSVILLE VLNTR FIREMANS RELIEF,288820,288183,0,2023,202432789349301243
814633669,INFINITE LOVE FOR KIDS FIGHTING CANCER,571371,0,571371,2023,202442899349303109
770095021,Midpeninsula Community Media Center Inc,667461,0,262486,2023,202422859349301692
232001354,GREATER E-TOWN AREA RECREATION,2070440,532033,124696,2023,202422919349300607
832184866,MOUNTAIN FOOTBALL CONFERENCE,345447,278228,0,2023,202432979349300948
351704590,INTEND INDIANA INC,7246025,1548073,1652262,2023,202412859349301641
161518142,Ithaca Downtown Bus Improv District Inc,1659056,1164663,43861,2023,202432779349300138
382600226,HEARTSIDE NONPROFIT HOUSING CORPORATION,827234,424254,0,2023,202442979349301474
461459753,RAY OF HOPE MEDICAL MISSION INC,297001,0,296999,2023,202412899349301341
410737221,OPPORTUNITY PARTNERS,28305714,0,375579,2023,202442889349301904
721599991,Cornelius Connection International,454260,0,341489,2023,202412839349300711
263955782,Clinton County Housing Coalition,1540727,1048452,0,2023,202442919349300524
364481530,DIVINE CENTER INC,537727,0,537727,2023,202442899349301599
510187577,PRECIOUS LIFE SHELTER INC,1697966,0,1047320,2023,202442959349300734
363876660,HOUSING FORWARD,15736604,12565433,2515111,2023,202422979349301757
454265442,COLEBROOKDALE RAILROAD PRESERVATION TRUST,9432204,0,7119454,2023,202412789349300001
270151862,Robert J Morgan Ministries,325187,0,309635,2023,202442979349301609
316400177,CHILDHOOD LEAGUE INC,3381651,1747782,754226,2023,202432759349301278
232920978,VISION FOR THE POOR,485916,0,306649,2023,202442849349300649
272865980,4WORD,1227383,0,447343,2023,202402749349301650
952408644,COMMUNITY ACTION OF VENTURA COUNTYINC,3687019,3618872,44754,2023,202442879349300219
431795330,ATCHISON TERRACE INC,489415,315078,0,2023,202442789349300719
463845002,COMPASS 82 INC,5672229,2454089,0,2023,202442719349301564
462750552,FOR THE LOVE OF ALEX INC,437075,0,437044,2023,202402889349301700
592219301,AdventHealth Foundation Inc,33625499,0,3688849,2023,202412889349302136
930955648,COLUMBIA GORGE INTERPRETIVE CENTER,532885,185181,147305,2023,202402849349301200
112728736,ST MARYS FOUNDATION FOR CHILDREN INC,5432053,0,3098201,2023,202442769349301324
203237801,MOVING PICTURE INSTITUTE,11434416,0,10901526,2023,202442749349300219
472239840,THE FOUNDATION FOR AMERICAN INNOVATION,3679704,0,3542134,2023,202432919349300028
208154206,N2N UNLIMITED,364086,0,364086,2023,202442779349300649
432051736,BARCID FOUNDATION,1433083,184490,1248593,2023,202442829349301564
382469007,HOPE MEDICAL CLINIC INC,5318137,24242,4554991,2023,202402899349300010
812630604,ST MINA AND POPE KYRILLOS VI,545963,0,542861,2023,202402769349300510
521213972,RELIGIOUS COALITION FOR REPRODUCTIVE,2076539,0,564347,2023,202422759349301457
351803634,ANCHOR HOUSE INC,1518556,613531,806443,2023,202442849349300434
263839390,GOTEN INC,1132008,0,1093331,2023,202442989349301699
262469988,CAPE FEAR HEALTHNET INC,571682,65744,505000,2023,202412929349300411
271880057,HISTORIC WEST END PARTNERS INC,737794,0,707985,2023,202402819349300700
861108537,FRIENDS OF FSH RESEARCH,1048375,0,426593,2023,202432789349301858
581875599,TENNESSEE HEALTH CARE CAMPAIGN INC,371139,34556,218398,2023,202402839349301315
920451890,CEED Foundation,756520,0,756520,2023,202422839349300602
472212526,STUDENTS OF SERVICE INC,588843,0,275192,2023,202412969349300636
813330208,Quality of Life Inc,334412,0,334412,2023,202422789349300112
862587368,POWER OF PERCEPTION INC,357651,48911,227253,2023,202432889349302168
475066720,PATHWAY TO ADVENTURE COUNCIL INC,8928942,0,1608267,2023,202422889349300542
260028918,BATON ROUGE CHILDREN'S ADVOCACY CENTER,1302401,409569,477924,2023,202432919349301203
221774147,JUNIOR ACHIEVEMENT OF NEW JERSEY,2792643,75000,2259070,2023,202432839349301493
824956112,Sozo Impact Inc,2285046,87912,2112605,2023,202432969349301443
521645651,JASON LEARNING,2833966,739576,569288,2023,202432929349301653
912021165,PCC FARMLAND TRUST,3366800,443582,1656084,2023,202422859349301752
510536117,SAN JOAQUIN A PLUS INC,3834372,2770574,996275,2023,202412889349302101
262946288,HEAL INC,1015284,0,1015284,2023,202402789349300225
812667531,ABLE - Artists Breaking Limits &,315868,33900,218067,2023,202412919349301656
383532410,FRIENDS OF ARAVIND INC,4636372,0,4445299,2023,202402769349301465
521166949,ROADWORK CENTER FOR CULTURES IN DISPUTED TERRITORIES,250564,0,250564,2023,202432899349302058
371751940,NEEMA PROJECT,671646,0,662635,2023,202412979349300706
454437061,Wilderness Torah,1008605,0,682159,2023,202402829349301225
650520985,AMERICAN FRIENDS OF CANCER RESEARCH INC,4947229,0,4947086,2023,202432959349300633
862196757,BIG BROTHERS BIG SISTERS OF,1763419,268970,353996,2023,202442859349300504
363790750,Reba Early Learning Center,681196,413941,21759,2023,202412979349300731
570730993,MEALS ON WHEELS OF SUMMERVILLE INC,313606,0,299078,2023,202442749349301439
953826760,ILAN-LAEL INC,1002520,0,791788,2023,202402849349300420
161462696,EAGLES WINGS INTERNATIONAL INC,6141750,0,3312436,2023,202432969349301048
391480126,RIVER FALLS PREGNANCY HELPLINE,416303,0,308836,2023,202422889349301437
270192316,THE OUTDOOR ADVENTURE FOUNDATION INC,593186,0,336318,2023,202422989349301817
541289683,SERVE INC,2132764,105000,1980023,2023,202412959349301471
150563934,ADIRONDACK NORTH COUNTRY,2720552,1995095,657759,2023,202402769349301330
830331735,LINCOLN SELF RELIANCE INC,4772418,50050,313268,2023,202422989349302222
596194436,FLORIDA COUNCIL ON AGING INC,901380,0,641858,2023,202442749349300519
521410357,COUNCIL FOR PROFESSIONAL RECOGNITION INC,20659085,464079,22276,2023,202422959349302112
833289658,ARTISTIC FREEDOM INITIATIVE INC,2179964,71802,2107503,2023,202422779349300017
150543657,UPSTATE CEREBRAL PALSY INC,114614013,4043170,1511351,2023,202442899349301124
236424259,WESTERN SALISBURY VOLUNTEER FIRE COMPANY,422311,162251,186527,2023,202442979349300939
581122346,SICKLE CELL FOUNDATION OF GEORGIA,2808007,1872732,968662,2023,202422889349300517
391572034,NATURAL RESOURCES FOUNDATION OF,8226611,802846,2001370,2023,202432769349300918
363073230,RACING INDUSTRY CHARITABLE FOUNDATION,773840,750000,19778,2023,202442829349301019
471594449,UKRAINIANS OF COLORADO,345014,0,345014,2023,202422899349301207
820827951,The Hope Institute,772412,0,521423,2023,202442889349300634
311205429,Greater Terre Haute Chamber of Commerce,584640,0,584640,2023,202442859349301659
133171852,AMERICAN FRIENDS OF THE NATIONAL,503346,0,503301,2023,202432749349300873
030363813,NORTHERN FOREST CANOE TRAIL INC,682164,111788,262491,2023,202412769349300946
204543496,STONEYBROOK FOUNDATION,431778,0,335467,2023,202432889349300923
050317816,NEWPORT RESTORATION FOUNDATION,6775207,0,2957698,2023,202422849349300742
820232729,UNITED WAY OF NORTH IDAHO INC,647366,211491,103413,2023,202432949349300003
660851275,FUNDACION AZRIEL CORP,655644,0,655644,2023,202432909349300213
510197010,NAMI SULLIVAN COUNTY NY,331972,0,331972,2023,202422899349301552
841692566,Enchantment Legacy Inc,955278,236170,17375,2023,202412839349301816
237318743,FEDERATED CONSERVATIONISTS OF,340877,0,336893,2023,202402979349302010
146020996,NYSARC INC FULTON-SCHOHARIE COUNTIES,118211334,332476,46574,2023,202422829349301612
473731349,LAWAKUA CHARITABLE FUND,643749,0,505950,2023,202402829349300305
831019858,SALVATION AND SOCIAL JUSTICE A NJ N,2459030,645773,1788134,2023,202422979349301912
150610883,TIOGA COUNTY BOYS & GIRLS CLUB INC,793948,0,452633,2023,202412829349301926
840920862,Rose Community Foundation,155698034,5872578,34665860,2023,202422819349301242
462210406,IDAHO FALLS AREA HUMANITARIAN CENTE,300544,0,289029,2023,202442979349302004
842444519,Kansas City Community Land Trust formerly Marlborough Community Land Trust,552768,0,280063,2023,202442989349302154
330857142,ACTIVATED MINISTRIES,751689,0,714632,2023,202402749349300025
813160991,OPEN IMAGERY NETWORK INC,2507797,409789,1710053,2023,202422829349300032
201139635,SUMMIT COMMUNITY CARE CLINIC INC,18140743,5974254,1631857,2023,202422749349301532
752571395,BUCKNER CHILDREN & FAMILY SERVICES INC,37867220,3766420,11701510,2023,202402929349301905
832013132,LETTERS CHARITY,552895,0,329817,2023,202432899349302758
341726042,HEARTLAND EDUCATION COMMUNITY INC,918925,0,289253,2023,202432759349300943
330147357,Pro-Life Pregnancy Counseling &,353797,0,353737,2023,202402899349301665
460354592,WICONI WAWOKIYA INC,344580,0,340913,2023,202432899349300813
453461258,A PEACE OF MIND SL CORPORATION,341974,0,341973,2023,202422749349301267
871997787,ALLIANT INSURANCE FOUNDATION,1079063,0,1021399,2023,202422909349301807
270824320,Mitchell Thorp Foundation,1386273,0,1386273,2023,202432829349301978
461228334,OUT OF EDEN WALK,535455,0,534891,2023,202402849349300320
237310613,WEST COUNTY HEALTH CENTERS INC,25431018,4661773,2045890,2023,202442749349301339
481243847,COMMUNITY FOUNDATION OF SOUTHEAST,5538005,0,4069868,2023,202402769349301430
454273300,WOMEN LEAD INC,382491,0,382491,2023,202412899349302706
941722562,NORTH EAST MEDICAL SERVICES,331962029,13942109,859496,2023,202442829349300639
833093422,Respite for All Foundation,640996,0,521265,2023,202412719349301911
311366316,FORT RECOVERY OHIO COMMUNITY,1662370,0,1283367,2023,202442779349301514
046297436,CAPE ARTS & ENTERTAINMENT INC,9032271,0,589490,2023,202432989349300108
474007160,EQUITABLE ORIGIN INC,945896,0,364531,2023,202402819349301620
741167964,United Way of Greater Houston,66371933,3522752,8851231,2023,202442749349301144
204613795,KC Healthy Kids,1565386,0,1503006,2023,202412859349302206
208625115,THE UNIVERSITY OF FONDWA USA INC,863821,0,844410,2023,202412819349302016
271612632,Beacon of Hope Inc,286708,235579,51126,2023,202402959349301810
391745942,BOYS & GIRLS CLUB OF THE WISCONSIN,1716955,822703,653025,2023,202422959349301117
526006937,NATL ASSN OF SECONDARY SCHOOL PRINCIPALS,54301228,303000,701599,2023,202402919349300610
800472803,THE TIMOTHY INITIATIVE INC,23210724,0,16046878,2023,202412929349300921
311732723,Dayspring Bible College & Seminary Inc,1381697,0,697914,2023,202442909349300734
823338760,ANTHROPOSOPHIA FOUNDATION,554804,0,554767,2023,202442889349301789
260239864,RefuSHE Inc,2028182,720377,1244806,2023,202402929349300240
391201561,MILWAUKEE INSTITUTE OF ART & DESIGN INC,40812380,0,1326403,2023,202412899349300641
272899934,TWO GUYS AND A BIBLE INC,270791,0,270758,2023,202402889349302005
010452620,FRIENDS OF CASCO BAY,1091473,96493,852250,2023,202442779349300904
472296503,ST LUKES FAMILY MEDICAL GROUP,1583883,0,1562606,2023,202442919349301024
910816827,KINDERING CENTER,22915293,15185983,1978263,2023,202412919349301481
