geocoding_id	canonical_address	normalized_address	geocoding_status	address_count
019ab7c7-30d3-7095-4b93-fb5104f6ef40	5905 Wilshire Blvd, Los Angeles, Ca, 90036	"{""id"": 0, ""street"": ""5905 WILSHIRE BLVD"", ""city"": ""LOS ANGELES"", ""state"": ""CA"", ""zip"": ""90036""}"	No_Match	860
019ab76f-eda2-7a54-d8e6-b0855c8a1ee4	C/O Tull Charitable Foundation 191, Atlanta, Ga, 30303	"{""id"": 0, ""street"": ""C/O TULL CHARITABLE FOUNDATION 191"", ""city"": ""ATLANTA"", ""state"": ""GA"", ""zip"": ""30303""}"	No_Match	818
019ab3e0-20bc-71e0-1492-af8f86299d70	1000 Fifth Ave, New York, Ny, 10028	"{""id"": 0, ""street"": ""1000 FIFTH AVE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10028""}"	No_Match	808
019ab3e0-e739-77a2-3b4f-b1d81eb93430	475 Riverside Drive, New York, Ny, 10115	"{""id"": 0, ""street"": ""475 RIVERSIDE DRIVE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10115""}"	No_Match	800
019ab3ec-9a86-7053-8752-f48703f98348	114 Camp K9 Road, Ponte Vedra, Fl, 32081	"{""id"": 0, ""street"": ""114 CAMP K9 ROAD"", ""city"": ""PONTE VEDRA"", ""state"": ""FL"", ""zip"": ""32081""}"	No_Match	789
019ab3e3-4483-70b6-f30c-d9769d23ce5c	Massachusetts Hall, Cambridge, Ma, 02138	"{""id"": 0, ""street"": ""MASSACHUSETTS HALL"", ""city"": ""CAMBRIDGE"", ""state"": ""MA"", ""zip"": ""02138""}"	No_Match	783
019ab3e1-246e-7bea-7df6-b021b6a60768	9500 Gilman Drive, La Jolla, Ca, 92093	"{""id"": 0, ""street"": ""9500 GILMAN DRIVE"", ""city"": ""LA JOLLA"", ""state"": ""CA"", ""zip"": ""92093""}"	No_Match	778
019ab3fc-17a9-7832-a719-0dba5e93f0a4	8014 Marine Way, Irvine, Ca, 92618	"{""id"": 0, ""street"": ""8014 MARINE WAY"", ""city"": ""IRVINE"", ""state"": ""CA"", ""zip"": ""92618""}"	No_Match	772
019ab77a-ef06-7530-7df9-2074e83bab60	N/A, Na, La, 78000	"{""id"": 0, ""street"": ""N/A"", ""city"": ""NA"", ""state"": ""LA"", ""zip"": ""78000""}"	No_Match	770
019ab419-3209-71eb-0ee0-895b4a19d5a8	Rodney Street, Brooklyn, Ny, 11211	"{""id"": 0, ""street"": ""Rodney Street"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11211""}"	No_Match	764
