geocoding_id,canonical_address,normalized_address,geocoding_status,address_count
019ab414-4771-7fd8-75fa-d7aa75325228,"C/O Jack Kent Cooke Foundation, Lansdowne, Va, 20176","{""id"": 0, ""street"": ""C/O Jack Kent Cooke Foundation"", ""city"": ""Lansdowne"", ""state"": ""VA"", ""zip"": ""20176""}",No_Match,4146
019ab7be-87b5-75c3-f722-a1a3bf9b8844,"C/O Century 21 21 Dey Street, New York, Ny, 10007","{""id"": 0, ""street"": ""C/O CENTURY 21 21 DEY STREET"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10007""}",No_Match,1956
019ab7ca-a1f3-7990-dcd1-54da07752e08,"C/O Raymond Sharon Haber Foundation, Avenel, Nj, 07001","{""id"": 0, ""street"": ""C/O RAYMOND SHARON HABER FOUNDATION"", ""city"": ""AVENEL"", ""state"": ""NJ"", ""zip"": ""07001""}",No_Match,1220
019ab787-a1d5-7158-1094-29aef209babc,"C/O Macarthur Foundation 140 S Dear, Chicago, Il, 60603","{""id"": 0, ""street"": ""c/o MacArthur Foundation 140 S Dear"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60603""}",No_Match,1206
019ab725-9036-7534-031e-9eb09f47735c,"C/O Bnsf Railway Foundation, Fort Worth, Tx, 76131","{""id"": 0, ""street"": ""C/O BNSF RAILWAY FOUNDATION"", ""city"": ""FORT WORTH"", ""state"": ""TX"", ""zip"": ""76131""}",No_Match,1160
019ab3f4-b4cb-7e6e-6ead-962fac489fd4,"4245 N Fairfax Drive Suite 100, Arlington, Va, 22203","{""id"": 0, ""street"": ""4245 N FAIRFAX DRIVE SUITE 100"", ""city"": ""ARLINGTON"", ""state"": ""VA"", ""zip"": ""22203""}",No_Match,1033
019ab720-34d7-7d69-e28b-407994c458c0,"C/O Goodwin Procter Llp, Washington, Dc, 20036","{""id"": 0, ""street"": ""C/O GOODWIN PROCTER LLP"", ""city"": ""WASHINGTON"", ""state"": ""DC"", ""zip"": ""20036""}",No_Match,982
019ab72c-fb76-702d-59a8-c4d675c6ef34,"1828 L Street Nw Suite 300-A, Washington, Dc, 20036","{""id"": 0, ""street"": ""1828 L Street NW Suite 300-A"", ""city"": ""Washington"", ""state"": ""DC"", ""zip"": ""20036""}",No_Match,961
019ab3e2-dbdd-763c-7b27-07d5c61b20bc,"C/O Nbt Bank Na 52 S Broad St, Norwich, Ny, 13815","{""id"": 0, ""street"": ""C/O NBT BANK NA 52 S BROAD ST"", ""city"": ""NORWICH"", ""state"": ""NY"", ""zip"": ""13815""}",No_Match,903
019ab3e3-85a6-7f2f-c8e3-9c382425b544,"4245 N Fairfax Dr Ste 100, Arlington, Va, 22203","{""id"": 0, ""street"": ""4245 N Fairfax Dr Ste 100"", ""city"": ""Arlington"", ""state"": ""VA"", ""zip"": ""22203""}",No_Match,824
019ab76f-eda2-7a54-d8e6-b0855c8a1ee4,"C/O Tull Charitable Foundation 191, Atlanta, Ga, 30303","{""id"": 0, ""street"": ""C/O TULL CHARITABLE FOUNDATION 191"", ""city"": ""ATLANTA"", ""state"": ""GA"", ""zip"": ""30303""}",No_Match,818
019ab701-d33f-73a5-16e8-bd76daebb4dc,"13770 Noel Road Suite 801889, Dallas, Tx, 75380","{""id"": 0, ""street"": ""13770 NOEL ROAD SUITE 801889"", ""city"": ""DALLAS"", ""state"": ""TX"", ""zip"": ""75380""}",No_Match,731
019ab7c2-7fc0-7345-7b4d-7c2c69a21f94,"C/O Longwood Foundation 100 W 10Th, Wilmington, De, 19801","{""id"": 0, ""street"": ""C/O LONGWOOD FOUNDATION 100 W 10TH"", ""city"": ""WILMINGTON"", ""state"": ""DE"", ""zip"": ""19801""}",No_Match,712
019ab7d6-a97e-7fd6-8348-b0061b8c7ef4,"C/O Foundation 3 Park Avenue 24Th, New York, Ny, 10016","{""id"": 0, ""street"": ""C/O FOUNDATION 3 PARK AVENUE 24TH"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10016""}",No_Match,682
019ab437-0378-7dd3-9f8c-d5bb7b01c590,"13770 Noel Rd Ste 801889, Dallas, Tx, 75380","{""id"": 0, ""street"": ""13770 NOEL RD STE 801889"", ""city"": ""DALLAS"", ""state"": ""TX"", ""zip"": ""75380""}",No_Match,596
019ab714-3a93-7a01-5030-aa7ae6c5b958,"C/O Betty And Davis Fitzgerald, Atlanta, Ga, 30355","{""id"": 0, ""street"": ""C/O BETTY AND DAVIS FITZGERALD"", ""city"": ""ATLANTA"", ""state"": ""GA"", ""zip"": ""30355""}",No_Match,590
019ab77a-f87e-79a9-54f1-fe4ce1b1c3b0,"C/O The Organization, Branchport, Ny, 14418","{""id"": 0, ""street"": ""C/O THE ORGANIZATION"", ""city"": ""BRANCHPORT"", ""state"": ""NY"", ""zip"": ""14418""}",No_Match,580
019ab3e4-0f8c-7033-1ddf-b7d3bccd4288,"15 Research Drive Suite B, Amherst, Ma, 01002","{""id"": 0, ""street"": ""15 RESEARCH DRIVE SUITE B"", ""city"": ""AMHERST"", ""state"": ""MA"", ""zip"": ""01002""}",No_Match,550
019ab72c-ec3e-74ec-8337-6b6c153f3434,"C/O The Rs Family Foundation 1372, Brooklyn, Ny, 11230","{""id"": 0, ""street"": ""C/O THE RS FAMILY FOUNDATION 1372"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11230""}",No_Match,550
019ab717-86a2-7952-5899-7246baabb720,"C/O Org 370 Lexington Ave Suite, New York, Ny, 10017","{""id"": 0, ""street"": ""C/O ORG 370 LEXINGTON AVE SUITE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10017""}",No_Match,518
019ab7d6-a843-73b2-8fbe-2acbbab1d3e0,"13700 Noel Rd Ste 801889, Dallas, Tx, 75380","{""id"": 0, ""street"": ""13700 NOEL RD STE 801889"", ""city"": ""DALLAS"", ""state"": ""TX"", ""zip"": ""75380""}",No_Match,502
019ab82b-ebb7-7c71-f2f9-41fca3408874,"C/O Huntington National Bank, Columbus, Oh, 43216","{""id"": 0, ""street"": ""C/O HUNTINGTON NATIONAL BANK"", ""city"": ""COLUMBUS"", ""state"": ""OH"", ""zip"": ""43216""}",No_Match,498
019ab3f0-71be-7fe9-bf46-5367d6a3c240,"3910 Keswick Road Suite N2100, Baltimore, Md, 21211","{""id"": 0, ""street"": ""3910 KESWICK ROAD SUITE N2100"", ""city"": ""BALTIMORE"", ""state"": ""MD"", ""zip"": ""21211""}",No_Match,472
019ab793-013d-7b8e-da14-9ee08db01d6c,"1213 N Sherman Avenune Suite 342, Madison, Wi, 53704","{""id"": 0, ""street"": ""1213 N SHERMAN AVENUNE SUITE 342"", ""city"": ""MADISON"", ""state"": ""WI"", ""zip"": ""53704""}",No_Match,464
019ab3ec-1ba9-773b-6275-229e5b54913c,"4550 Montgomery Ave Ste 1100N, Bethesda, Md, 20814","{""id"": 0, ""street"": ""4550 MONTGOMERY AVE STE 1100N"", ""city"": ""BETHESDA"", ""state"": ""MD"", ""zip"": ""20814""}",No_Match,444
019ab3e6-f058-7b12-c46e-d47efd4eac14,"4245 N Fairfax Drive Ste 100, Arlington, Va, 22203","{""id"": 0, ""street"": ""4245 N FAIRFAX DRIVE STE 100"", ""city"": ""ARLINGTON"", ""state"": ""VA"", ""zip"": ""22203""}",No_Match,408
019ab5e0-e40c-7b07-9614-d01ce8e96844,"C/O Pnc Bank Na, Pittsburgh, Pa, 15212","{""id"": 0, ""street"": ""C/O PNC BANK NA"", ""city"": ""PITTSBURGH"", ""state"": ""PA"", ""zip"": ""15212""}",No_Match,404
019ab5e1-0dce-710a-e0bd-649abad048ec,"15 Oregon Ave Ste 202, Tacoma, Wa, 98409","{""id"": 0, ""street"": ""15 OREGON AVE STE 202"", ""city"": ""TACOMA"", ""state"": ""WA"", ""zip"": ""98409""}",No_Match,396
019ab76f-f6d2-7d65-0b3f-3601dc929678,"1828 L Street Nw Suite 300 A, Washington, Dc, 20036","{""id"": 0, ""street"": ""1828 L Street NW Suite 300 A"", ""city"": ""Washington"", ""state"": ""DC"", ""zip"": ""20036""}",No_Match,394
